,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,MedalEarned,PreviousMedals,Height_div_avg,Weight_div_avg,Age_div_avg
159120,79867,Albert Barry Miller,M,30.0,185.0,78.0,Fiji,FIJ,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Decathlon,,0,0,5.32,4.93,4.7
159121,79867,Albert Barry Miller,M,34.0,185.0,78.0,Fiji,FIJ,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 110 metres Hurdles,,0,0,4.68,4.15,8.4
159122,79867,Albert Barry Miller,M,34.0,185.0,78.0,Fiji,FIJ,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Decathlon,,0,0,4.68,4.15,8.4
159154,79880,Coby Miller,M,23.0,168.0,68.0,United States,USA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 200 metres,,0,0,-13.49,-8.45,-3.03
159155,79880,Coby Miller,M,27.0,168.0,68.0,United States,USA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 4 x 100 metres Relay,Silver,1,0,-13.62,-8.88,0.83
159177,79894,Gordon Albert Miller,M,20.0,191.0,85.0,Great Britain,GBR,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's High Jump,,0,0,12.53,12.56,-5.05
159178,79894,Gordon Albert Miller,M,24.0,191.0,85.0,Great Britain,GBR,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's High Jump,,0,0,12.45,12.54,-1.3
159192,79901,"James David ""Jim"" Miller",M,22.0,188.0,79.0,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Pole Vault,,0,0,6.94,3.69,-3.95
159210,79912,Larry R. Miller,M,21.0,178.0,68.0,Antigua and Barbuda,ANT,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 200 metres,,0,0,-1.19,-3.62,-3.72
159211,79912,Larry R. Miller,M,21.0,178.0,68.0,Antigua and Barbuda,ANT,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 100 metres Relay,,0,0,-1.19,-3.62,-3.72
159212,79912,Larry R. Miller,M,21.0,178.0,68.0,Antigua and Barbuda,ANT,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,,0,0,-1.19,-3.62,-3.72
159213,79912,Larry R. Miller,M,25.0,178.0,68.0,Antigua and Barbuda,ANT,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,,0,0,-1.68,-5.07,-0.3
159214,79912,Larry R. Miller,M,25.0,178.0,68.0,Antigua and Barbuda,ANT,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,,0,0,-1.68,-5.07,-0.3
159216,79914,Leigh David Miller,M,25.0,182.0,74.0,Australia,AUS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres Hurdles,,0,0,2.32,0.93,-0.3
159217,79914,Leigh David Miller,M,25.0,182.0,74.0,Australia,AUS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,,0,0,2.32,0.93,-0.3
159218,79915,Lennox Valencia Miller,M,22.0,183.0,79.0,Jamaica,JAM,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 100 metres,Silver,1,0,3.93,6.12,-3.23
159219,79915,Lennox Valencia Miller,M,22.0,183.0,79.0,Jamaica,JAM,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 4 x 100 metres Relay,,0,0,3.93,6.12,-3.23
159220,79915,Lennox Valencia Miller,M,25.0,183.0,79.0,Jamaica,JAM,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,Bronze,1,1,3.98,6.16,-0.23
159221,79916,Leslie Osborne Miller,M,20.0,191.0,77.0,Bahamas,BAH,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 400 metres,,0,0,11.93,4.12,-5.23
159236,79925,"Nicholas ""Nick"" Miller",M,23.0,188.0,112.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Hammer Throw,,0,0,7.1,37.52,-3.61
159240,79928,Ramon Salomon Miller,M,21.0,180.0,67.0,Bahamas,BAH,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 4 x 400 metres Relay,Silver,1,0,-1.57,-9.73,-5.18
159241,79928,Ramon Salomon Miller,M,25.0,180.0,67.0,Bahamas,BAH,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 400 metres,,0,2,-1.84,-9.87,-1.29
159242,79928,Ramon Salomon Miller,M,25.0,180.0,67.0,Bahamas,BAH,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,1,1,-1.84,-9.87,-1.29
159274,79942,Wanner Miller Moreno,M,25.0,190.0,78.0,Colombia,COL,2012 Summer,2012,Summer,London,Athletics,Athletics Men's High Jump,,0,0,8.16,1.13,-1.29
159294,79957,Ross Arthur Millington,M,26.0,173.0,58.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 10,000 metres",,0,0,-7.9,-16.48,-0.61
159302,79963,Dietmar Millonig,M,25.0,169.0,57.0,Austria,AUT,1980 Summer,1980,Summer,Moskva,Athletics,"Athletics Men's 5,000 metres",,0,0,-10.5,-15.07,0.14
159303,79963,Dietmar Millonig,M,33.0,169.0,57.0,Austria,AUT,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 5,000 metres",,0,0,-10.68,-16.07,7.7
159326,79970,"William Mervin ""Billy"" Mills",M,26.0,180.0,68.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Athletics,"Athletics Men's 10,000 metres",Gold,1,0,1.45,-4.46,0.7
159327,79970,"William Mervin ""Billy"" Mills",M,26.0,180.0,68.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Marathon,,0,0,1.45,-4.46,0.7
159331,79973,Derek Bruce Mills,M,24.0,175.0,68.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,1,0,-6.06,-7.31,-1.95
159347,79979,"Leslie Roy ""Les"" Mills",M,25.0,188.0,121.0,New Zealand,NZL,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Shot Put,,0,0,9.53,48.56,-0.05
159348,79979,"Leslie Roy ""Les"" Mills",M,25.0,188.0,121.0,New Zealand,NZL,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Discus Throw,,0,0,9.53,48.56,-0.05
159349,79979,"Leslie Roy ""Les"" Mills",M,29.0,188.0,121.0,New Zealand,NZL,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Shot Put,,0,0,9.45,48.54,3.7
159350,79979,"Leslie Roy ""Les"" Mills",M,29.0,188.0,121.0,New Zealand,NZL,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Discus Throw,,0,0,9.45,48.54,3.7
159351,79979,"Leslie Roy ""Les"" Mills",M,33.0,188.0,121.0,New Zealand,NZL,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Shot Put,,0,0,8.93,48.12,7.77
159352,79979,"Leslie Roy ""Les"" Mills",M,37.0,188.0,121.0,New Zealand,NZL,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Shot Put,,0,0,8.98,48.16,11.77
159353,79979,"Leslie Roy ""Les"" Mills",M,37.0,188.0,121.0,New Zealand,NZL,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Discus Throw,,0,0,8.98,48.16,11.77
159375,79989,Roger George Mills,M,32.0,182.0,74.0,Great Britain,GBR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 20 kilometres Walk,,0,0,2.5,1.93,7.14
159396,80000,"Roderick Bruce William ""Rod"" Milne",M,23.0,185.0,72.0,Great Britain,GBR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 4 x 400 metres Relay,,0,0,5.5,-0.07,-1.86
159401,80003,Taylor Milne,M,26.0,165.0,60.0,Canada,CAN,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Men's 1,500 metres",,0,0,-16.57,-16.73,-0.18
159402,80003,Taylor Milne,M,34.0,165.0,60.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 3,000 metres Steeplechase",,0,0,-15.9,-14.48,7.39
159416,80009,Luk Milo,M,24.0,183.0,83.0,Czech Republic,CZE,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 100 metres,,0,0,1.43,6.27,-2.18
159527,80061,Mohamed Hossain Milzer,M,21.0,174.0,65.0,Bangladesh,BAN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres,,0,0,-5.68,-8.07,-4.3
159528,80061,Mohamed Hossain Milzer,M,21.0,174.0,65.0,Bangladesh,BAN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 800 metres,,0,0,-5.68,-8.07,-4.3
159529,80061,Mohamed Hossain Milzer,M,21.0,174.0,65.0,Bangladesh,BAN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,,0,0,-5.68,-8.07,-4.3
159532,80064,"Robert Franklin ""Bob"" Mimm",M,35.0,180.0,68.0,United States,USA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 20 kilometres Walk,,0,0,1.53,-4.44,9.95
159541,80066,Alain (Ali-) Mimoun Ould Kacha,M,39.0,170.0,56.0,France,FRA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Marathon,,0,4,-8.47,-16.44,13.95
159561,80082,Min Se-Hun,M,25.0,177.0,96.0,South Korea,KOR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Discus Throw,,0,0,-2.68,22.93,-0.3
159656,80128,Albert Minczr,M,25.0,179.0,63.0,Hungary,HUN,2012 Summer,2012,Summer,London,Athletics,"Athletics Men's 3,000 metres Steeplechase",,0,0,-2.84,-13.87,-1.29
159718,80152,Plamen Mikhaylov Minev,M,23.0,192.0,110.0,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Hammer Throw,,0,0,12.32,36.93,-2.3
159719,80152,Plamen Mikhaylov Minev,M,27.0,192.0,110.0,Bulgaria,BUL,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Hammer Throw,,0,0,11.68,36.15,1.4
159774,80170,Gary John Minihan,M,22.0,175.0,70.0,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 400 metres,,0,0,-4.19,-1.62,-2.72
159775,80170,Gary John Minihan,M,22.0,175.0,70.0,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,,0,0,-4.19,-1.62,-2.72
159834,80193,Ildar Salikhovich Minshin,M,23.0,172.0,63.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Men's 3,000 metres Steeplechase",,0,0,-9.57,-13.73,-3.18
159852,80204,Jevaughn Minzie,M,21.0,178.0,85.0,Jamaica,JAM,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,Gold,1,0,-2.9,10.52,-5.61
159877,80220,Salvador Ernesto Mira Vsquez,M,23.0,163.0,59.0,El Salvador,ESA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 50 kilometres Walk,,0,0,-18.57,-17.73,-3.18
159919,80244,Jos Salvador Miranda Daz,M,29.0,172.0,57.0,Mexico,MEX,2000 Summer,2000,Summer,Sydney,Athletics,"Athletics Men's 3,000 metres Steeplechase",,0,0,-9.49,-19.45,2.97
159925,80249,"Ramn Santos ""Montxu"" Miranda Dez",M,23.0,191.0,83.0,Spain,ESP,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Pole Vault,,0,0,9.51,6.55,-3.03
159930,80253,Pedro Miranda Noguez,M,20.0,173.0,62.0,Mexico,MEX,1968 Summer,1968,Summer,Mexico City,Athletics,"Athletics Men's 3,000 metres Steeplechase",,0,0,-6.07,-10.88,-5.23
159931,80253,Pedro Miranda Noguez,M,24.0,173.0,62.0,Mexico,MEX,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 5,000 metres",,0,0,-6.02,-10.84,-1.23
159932,80253,Pedro Miranda Noguez,M,24.0,173.0,62.0,Mexico,MEX,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 10,000 metres",,0,0,-6.02,-10.84,-1.23
159995,80287,Yevgeny Vasilyevich Mironov,M,26.0,193.0,130.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Shot Put,Silver,1,0,12.85,55.36,1.12
160104,80342,Oleg Olegovich Mishukov,M,23.0,183.0,71.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 400 metres,,0,0,1.38,-5.88,-3.17
160105,80342,Oleg Olegovich Mishukov,M,23.0,183.0,71.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 4 x 400 metres Relay,,0,0,1.38,-5.88,-3.17
160172,80368,"Thomas William ""Tom"" Misson",M,30.0,170.0,64.0,Great Britain,GBR,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 50 kilometres Walk,,0,0,-8.47,-8.44,4.95
160187,80380,Yevgeny Nikolayevich Misyulya,M,24.0,178.0,67.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 20 kilometres Walk,,0,0,-1.68,-6.07,-1.3
160188,80380,Yevgeny Nikolayevich Misyulya,M,32.0,178.0,67.0,Belarus,BLR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 20 kilometres Walk,,0,0,-3.06,-8.31,6.05
160189,80380,Yevgeny Nikolayevich Misyulya,M,32.0,178.0,67.0,Belarus,BLR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 50 kilometres Walk,,0,0,-3.06,-8.31,6.05
160190,80380,Yevgeny Nikolayevich Misyulya,M,40.0,178.0,67.0,Belarus,BLR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 20 kilometres Walk,,0,0,-3.62,-9.88,13.83
160227,80399,Dennis Allen Mitchell,M,22.0,175.0,70.0,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,,0,0,-4.68,-3.07,-3.3
160228,80399,Dennis Allen Mitchell,M,22.0,175.0,70.0,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,,0,0,-4.68,-3.07,-3.3
160229,80399,Dennis Allen Mitchell,M,26.0,175.0,70.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,Bronze,1,1,-5.32,-3.85,0.4
160230,80399,Dennis Allen Mitchell,M,26.0,175.0,70.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 100 metres Relay,Gold,1,0,-5.32,-3.85,0.4
160231,80399,Dennis Allen Mitchell,M,30.0,175.0,70.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,,0,3,-6.06,-5.31,4.05
160232,80399,Dennis Allen Mitchell,M,30.0,175.0,70.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 100 metres Relay,Silver,1,2,-6.06,-5.31,4.05
160267,80419,Manteo Mitchell,M,25.0,185.0,79.0,United States,USA,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 4 x 400 metres Relay,Silver,1,0,3.16,2.13,-1.29
160271,80421,Maurice Mitchell,M,22.0,180.0,74.0,United States,USA,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 200 metres,,0,0,-1.84,-2.87,-4.29
160284,80428,"Richard Charles ""Rick"" Mitchell",M,21.0,183.0,71.0,Australia,AUS,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 200 metres,,0,0,2.85,-3.64,-3.88
160285,80428,"Richard Charles ""Rick"" Mitchell",M,21.0,183.0,71.0,Australia,AUS,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 400 metres,,0,0,2.85,-3.64,-3.88
160286,80428,"Richard Charles ""Rick"" Mitchell",M,21.0,183.0,71.0,Australia,AUS,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 400 metres Relay,,0,0,2.85,-3.64,-3.88
160287,80428,"Richard Charles ""Rick"" Mitchell",M,25.0,183.0,71.0,Australia,AUS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 400 metres,Silver,1,0,3.5,-1.07,0.14
160288,80428,"Richard Charles ""Rick"" Mitchell",M,29.0,183.0,71.0,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,,0,1,3.81,-0.62,4.28
160293,80433,Roy Robert Mitchell,M,21.0,193.0,86.0,Great Britain,GBR,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Long Jump,,0,0,12.85,11.36,-3.88
160313,80442,Nethaneel Joseph Mitchell-Blake,M,22.0,187.0,86.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 200 metres,,0,0,6.1,11.52,-4.61
160332,80455,Tekeste Mitiku,M,18.0,170.0,57.0,Ethiopia,ETH,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 20 kilometres Walk,,0,0,-9.5,-15.07,-6.86
160524,80538,Nobuyoshi Miura (Matsuda-),M,24.0,172.0,68.0,Japan,JPN,1968 Summer,1968,Summer,Mexico City,Athletics,"Athletics Men's 3,000 metres Steeplechase",,0,0,-7.07,-4.88,-1.23
160534,80545,Sumio Miwa,M,32.0,170.0,62.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 50 kilometres Walk,,0,0,-8.55,-10.46,6.7
160652,80610,Kinya Miyazaki,M,25.0,175.0,62.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's High Jump,,0,0,-3.55,-10.46,-0.3
160687,80634,Kazuhiro Mizoguchi,M,22.0,181.0,90.0,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Javelin Throw,,0,0,1.81,18.38,-2.72
160688,80634,Kazuhiro Mizoguchi,M,26.0,181.0,90.0,Japan,JPN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Javelin Throw,,0,0,1.32,16.93,0.7
160714,80646,Noriyasu Mizukami,M,28.0,172.0,61.0,Japan,JPN,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Marathon,,0,0,-8.15,-13.64,3.12
160758,80663,Dickson Marwa Mkami,M,26.0,179.0,68.0,Tanzania,TAN,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Men's 10,000 metres",,0,0,-2.57,-8.73,-0.18
160759,80664,Daniel Mkandawire,M,20.0,183.0,71.0,Malawi,MAW,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's High Jump,,0,0,3.98,-1.84,-5.23
160771,80672,Atanas Mladenov,M,20.0,202.0,90.0,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's High Jump,,0,0,22.5,17.93,-4.86
160772,80673,Ivaylo Petkov Mladenov,M,22.0,183.0,75.0,Bulgaria,BUL,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Long Jump,,0,0,1.94,-0.31,-3.95
160834,80712,Juma Mnyampanda,M,20.0,164.0,55.0,Tanzania,TAN,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 5,000 metres",,0,0,-15.68,-18.07,-5.3
160906,80747,Ladislav Moc,M,28.0,180.0,65.0,Czechoslovakia,TCH,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 20 kilometres Walk,,0,0,1.53,-7.44,2.95
160907,80747,Ladislav Moc,M,28.0,180.0,65.0,Czechoslovakia,TCH,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 50 kilometres Walk,,0,0,1.53,-7.44,2.95
160916,80752,Patrick Mocci-Raoumb,M,26.0,160.0,70.0,Gabon,GAB,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,,0,0,-21.06,-5.31,0.05
160917,80752,Patrick Mocci-Raoumb,M,26.0,160.0,70.0,Gabon,GAB,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 100 metres Relay,,0,0,-21.06,-5.31,0.05
160925,80755,Sitiveni Moceidreke,M,23.0,186.0,78.0,Fiji,FIJ,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 100 metres,,0,0,7.53,5.56,-2.05
160926,80755,Sitiveni Moceidreke,M,23.0,186.0,78.0,Fiji,FIJ,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 200 metres,,0,0,7.53,5.56,-2.05
160997,80791,Ato Modibo-Stephens,M,21.0,188.0,78.0,Trinidad and Tobago,TTO,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 400 metres,,0,0,6.51,1.55,-5.03
160998,80791,Ato Modibo-Stephens,M,21.0,188.0,78.0,Trinidad and Tobago,TTO,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,,0,0,6.51,1.55,-5.03
160999,80791,Ato Modibo-Stephens,M,25.0,188.0,78.0,Trinidad and Tobago,TTO,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 400 metres,,0,0,6.38,1.12,-1.17
161000,80791,Ato Modibo-Stephens,M,29.0,188.0,78.0,Trinidad and Tobago,TTO,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 400 metres,,0,0,6.43,1.27,2.82
161001,80791,Ato Modibo-Stephens,M,29.0,188.0,78.0,Trinidad and Tobago,TTO,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 4 x 400 metres Relay,,0,0,6.43,1.27,2.82
161002,80792,Vincenzo Massimo Modica,M,29.0,168.0,53.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Marathon,,0,0,-13.49,-23.45,2.97
161060,80823,Geir Anders Moen,M,27.0,190.0,85.0,Norway,NOR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 200 metres,,0,0,8.94,9.69,1.05
161061,80823,Geir Anders Moen,M,31.0,190.0,85.0,Norway,NOR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 200 metres,,0,0,8.51,8.55,4.97
161062,80824,Lars Ove Moen,M,24.0,174.0,64.0,Norway,NOR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 50 kilometres Walk,,0,0,-5.19,-7.62,-0.72
161068,80826,Sondre Nordstad Moen,M,25.0,178.0,62.0,Norway,NOR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Marathon,,0,0,-2.9,-12.48,-1.61
161092,80831,Roger Moens,M,30.0,175.0,70.0,Belgium,BEL,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 800 metres,Silver,1,0,-3.47,-2.44,4.95
161093,80831,Roger Moens,M,30.0,175.0,70.0,Belgium,BEL,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 4 x 400 metres Relay,,0,0,-3.47,-2.44,4.95
161126,80848,John Moffitt,M,23.0,185.0,78.0,United States,USA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Long Jump,Silver,1,0,3.38,1.12,-3.17
161131,80852,Evans Mogaka,M,22.0,168.0,62.0,Kenya,KEN,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 5,000 metres",,0,0,-11.02,-10.84,-3.23
161132,80853,Ofense Iginitius Mogawane,M,26.0,188.0,69.0,South Africa,RSA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 4 x 400 metres Relay,,0,0,6.43,-7.73,-0.18
161133,80853,Ofense Iginitius Mogawane,M,30.0,188.0,69.0,South Africa,RSA,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 4 x 400 metres Relay,,0,0,6.16,-7.87,3.71
161134,80854,Dietmar Mgenburg,M,22.0,201.0,78.0,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's High Jump,Gold,1,0,21.81,6.38,-2.72
161135,80854,Dietmar Mgenburg,M,27.0,201.0,78.0,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's High Jump,,0,1,21.32,4.93,1.7
161136,80854,Dietmar Mgenburg,M,30.0,201.0,78.0,Germany,GER,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's High Jump,,0,1,20.68,4.15,4.4
161149,80865,Shadrack Moeletsi Mogotsi,M,33.0,179.0,62.0,South Africa,RSA,1996 Summer,1996,Summer,Atlanta,Athletics,"Athletics Men's 3,000 metres Steeplechase",,0,0,-2.06,-13.31,7.05
161200,80873,Ehsan Mohajer Shojaei,M,25.0,175.0,62.0,Iran,IRI,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 800 metres,,0,0,-6.57,-14.73,-1.18
161201,80874,Nazmizan Mohamad,M,23.0,181.0,78.0,Malaysia,MAS,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 200 metres,,0,0,-0.62,1.12,-3.17
161228,80892,Anwar Omar Mohamed Ali,M,15.0,184.0,55.0,Yemen,YEM,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 800 metres,,0,0,3.68,-18.85,-10.6
161243,80906,Hamada Mohamed Mohamed Ahmad,M,19.0,175.0,65.0,Egypt,EGY,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 800 metres,,0,0,-6.84,-11.87,-7.29
161244,80906,Hamada Mohamed Mohamed Ahmad,M,23.0,175.0,65.0,Egypt,EGY,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 800 metres,,0,0,-5.9,-9.48,-3.61
161259,80920,Hassan Mustafa Mohamed,M,25.0,171.0,54.0,Sweden,SWE,2004 Summer,2004,Summer,Athina,Athletics,"Athletics Men's 3,000 metres Steeplechase",,0,0,-10.62,-22.88,-1.17
161260,80920,Hassan Mustafa Mohamed,M,29.0,171.0,54.0,Sweden,SWE,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Men's 3,000 metres Steeplechase",,0,0,-10.57,-22.73,2.82
161270,80930,Yohannes Mohamed,M,24.0,177.0,55.0,Ethiopia,ETH,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 3,000 metres Steeplechase",,0,0,-2.02,-17.84,-1.23
161271,80930,Yohannes Mohamed,M,32.0,177.0,55.0,Ethiopia,ETH,1980 Summer,1980,Summer,Moskva,Athletics,"Athletics Men's 5,000 metres",,0,0,-2.5,-17.07,7.14
161279,80935,Abdulla Mohamed Hussein,M,16.0,170.0,54.0,Somalia,SOM,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 400 metres,,0,0,-11.62,-22.88,-10.17
161295,80949,Abdullah Abkar Mohammed,M,19.0,172.0,73.0,Saudi Arabia,KSA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,,0,0,-8.9,-1.48,-7.61
161305,80957,Rafer Mohammed,M,24.0,175.0,77.0,Trinidad and Tobago,TTO,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 4 x 400 metres Relay,,0,0,-4.5,4.93,-0.86
161332,80978,Mohala Mohloli,M,26.0,180.0,54.0,Lesotho,LES,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Marathon,,0,0,0.32,-19.07,0.7
161334,80980,Henry Mahlomola Mohoanyane,M,28.0,175.0,67.0,Lesotho,LES,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 400 metres,,0,0,-5.32,-6.85,2.4
